Depth_m,GR,CALI,Vsh,PHIT,PHIE,NPHI,RHOB,RT,Vp,Vs,VpVs,PoissonRatio,AI,Sw,So,Sg,Zone,Overpressure_Flag,Bad_Hole_Flag,Pay_Flag
615.0,88.47472762326214,8.263821416997772,0.6824185014487962,0.4,0.3181097798261445,0.5410528039603781,2.0294929551206313,1.0947398362723473,2562.832941463829,1090.3110661709854,2.350552077274724,0.38950508387370913,5201.251399851926,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
616.0,74.7996512164891,8.217811461921041,0.5282561034326851,0.39643544915374573,0.33360961546398255,0.5063537972388213,2.0362017462546986,1.1398716044363448,2637.251486343487,1178.2236295844116,2.2383284633951117,0.37531527499164385,5369.976081805408,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
617.0,52.7398124827473,8.24203065459744,0.304740365831473,0.36064239695765155,0.32767170816268737,0.42989553225774624,2.0924681843528887,1.4157931488020545,2841.565649676472,1382.5453325628982,2.055314630739022,0.34492845800962607,5945.885715698064,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
618.0,36.15372996711808,12.41018011801187,0.13656090056332018,0.3376083406034441,0.3237771108942957,0.430710045029306,2.067107748630171,1.7370294346837332,3000.8179904858325,1537.2724953906272,1.9520403828751989,0.3220932853270756,6203.014120362084,1.0,0.0,0.0,Zona Dangkal (TSZ),0,1,0
619.0,37.97752397117962,11.709208100679707,0.1265735445638868,0.34142673771360665,0.3284620599932179,0.43995166590994417,2.0707042377588856,1.7972319994212338,3002.208904620796,1539.8187321425212,1.9497157957310265,0.3215172827013953,6216.686701435745,1.0,0.0,0.0,Zona Dangkal (TSZ),0,1,0
620.0,55.772017887325795,12.83650135918751,0.30867314545716523,0.3734553049341698,0.3388726178356613,0.5071117227694569,1.9794799285252207,1.5578932424903849,2818.205585032168,1362.751030585055,2.0680267501410428,0.3474090657194694,5578.581390028854,1.0,0.0,0.0,Zona Dangkal (TSZ),0,1,0
621.0,81.25720615882778,8.368634106487047,0.5810071379401709,0.4,0.3302791434471795,0.521743801461755,2.0067883937901416,1.2864835271200885,2613.88586246461,1150.0497857759171,2.2728458322359235,0.37997584664027,5245.515811486113,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
622.0,98.7490973742858,8.396042668009372,0.761238896415113,0.4,0.3086513324301865,0.5561317524229584,2.021147532804425,1.052600777131811,2512.949724891804,1034.8114819145862,2.428413067317728,0.3979006333439226,5079.042136526628,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
623.0,102.03860586290183,8.506922858788837,0.8012744979711579,0.4,0.3038470602434611,0.5698399641022317,2.030789406976852,0.9911685981838921,2491.7699803134583,1009.9826437351801,2.467141386804669,0.40170611879218315,5060.26008064349,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
624.0,101.60078014580827,8.623521908491323,0.7908028419991076,0.4,0.3051036589601071,0.5719586004373232,2.037748645531222,1.0636083166103842,2514.1045310313484,1030.7596833543869,2.439079226352483,0.3989716827153312,5123.113102833038,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
625.0,103.48493271125209,8.653033126649763,0.7906764565662219,0.4,0.3051188252120534,0.568791891586112,2.0404958878246746,1.0407078111150325,2527.718852852236,1042.3514489928646,2.4250159150203663,0.39755572441627857,5157.799924821891,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
626.0,103.4134269066823,8.599424594118164,0.7982920350746546,0.4,0.30420495579104145,0.5665219849436562,2.040578487884989,0.9617124486829708,2523.5915164628996,1037.55195058029,2.4322555753005775,0.39828854577885536,5149.586560703249,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
627.0,101.24600732707165,8.52868439483586,0.7946725952736095,0.4,0.3046392885671669,0.5622039165039444,2.043553810457712,0.9291990526902864,2531.297698559992,1044.7168784042103,2.422950897880115,0.39734516221536953,5172.843057295108,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
628.0,93.9089774883315,8.491337177338565,0.7403188518314198,0.4,0.31116173778022965,0.5491010863367533,2.0403329616981125,0.9372873690747534,2560.5635040050975,1078.699039174306,2.3737515386730017,0.3921180676425577,5224.402117742818,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
629.0,82.69796296596908,8.470087309951614,0.618810037219397,0.4,0.3257427955336724,0.5250763493571213,2.0263998746344782,1.0103883470681163,2603.5285576005112,1135.1361855600526,2.29358255927326,0.38264345953466117,5275.78994272896,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
630.0,72.43959624288567,8.417647498031421,0.48959245796725426,0.4,0.3412489050439295,0.5008900417786308,2.0123084386205305,1.1315194796168446,2640.1177859562945,1186.9132250478742,2.2243561957528994,0.3733459129990773,5312.731299632003,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
631.0,62.30593483240444,8.361558265348757,0.3979704426546098,0.4,0.3522435468814469,0.3711115109701584,1.8853035715104491,2.8027250975021745,1688.3688193331186,500.0,3.376737638666237,0.45193397072065483,3183.087765115609,0.6405723235464506,0.0,0.35942767645354945,Zona Dangkal (TSZ),0,0,0
632.0,54.84488252623031,8.37216907574515,0.3309037181941915,0.4,0.36029155381669703,0.35734992253315123,1.894987321917788,2.496854331480443,1762.1300103616736,500.0,3.5242600207233474,0.45621872969597116,3339.2140292062318,0.6815579693302584,0.0,0.31844203066974164,Zona Dangkal (TSZ),0,0,0
633.0,56.88393533233759,8.453565788490087,0.3147090485615216,0.39476636386230624,0.3574953998297469,0.36095990588500176,1.9256983821789038,1.9729903122493775,1899.0267190951242,606.0325945406804,3.1335389155667777,0.44330465467374086,3656.9526806759923,0.738986033569496,0.0,0.261013966430504,Zona Dangkal (TSZ),0,0,0
634.0,66.33342490224936,8.55628507721363,0.3556449209512011,0.3876697356553092,0.34630790390761756,0.3819523560984217,1.9761586984858461,1.6395167380448243,2094.9253723804427,759.1490793439131,2.7595704577432416,0.4244168279599347,4139.904997308312,0.8103337864576222,0.0,0.18966621354237778,Zona Dangkal (TSZ),0,0,0
635.0,70.33891423503216,8.635399777752761,0.37937495601264115,0.3866828073424199,0.3426734754345074,0.413501360609226,2.0164327202934307,1.425698699300196,2317.2649206929473,938.1870222238715,2.469939218728607,0.40197231206639583,4672.60880767342,0.8869336711814081,0.0,0.11306632881859191,Zona Dangkal (TSZ),0,0,0
636.0,65.16926256242718,8.644710362330695,0.3370841254487264,0.38356092000185105,0.3447732308193112,0.4432582120004095,2.0492001081571942,1.4478239139909148,2619.491134151565,1194.7656431444789,2.1924727658366376,0.3686608098669634,5367.861515420198,0.9708029520350523,0.0,0.02919704796494771,Zona Dangkal (TSZ),0,0,0
637.0,52.89210333811486,8.559348471172846,0.241776389461884,0.3751540793409079,0.34794305970242534,0.44191368125261304,2.06645973768085,1.6887574392817688,2787.9478204017673,1348.204186098508,2.067897317890439,0.34738413278036107,5761.181921615333,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
638.0,38.82536124875008,8.431606305070861,0.1537682396396383,0.3639965053587509,0.3472051747995523,0.41577280423134855,2.0750943616068436,1.8317672359954384,2876.1123889144324,1433.4543718259276,2.006420605666613,0.33475027518735967,5968.204601583928,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
639.0,32.795181191599845,8.353516176100332,0.12052749544608435,0.35266554292190366,0.33991377453635047,0.39026908257849224,2.0777027485816038,1.9738727413143937,2963.637257927487,1509.3952538270419,1.9634600350128593,0.3248794046349164,6157.557276594787,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
640.0,34.78855238734156,8.365269662623273,0.16388736558100644,0.34437833112048744,0.32744655388533134,0.3915261208591057,2.0808976655345663,2.1055226675005536,2969.988650005537,1508.3135967888375,1.9690790140250474,0.32622429454281143,6180.24244846068,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
641.0,46.50786872822891,8.434769697440363,0.30054308953594183,0.34659773436955266,0.31534746819547776,0.43083794373243123,2.085546216927643,1.972010230303813,2887.360807429151,1420.7975004645252,2.0322113506570343,0.34024961821411254,6021.72440883901,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
642.0,64.65676081627096,8.520075207259772,0.46382595947612015,0.35743637646266135,0.3076998953833229,0.47533414029745574,2.0903422023000315,1.6895864732715997,2780.3012564352257,1307.5886090575939,2.1262813373994183,0.357997804719838,5811.781051434355,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
643.0,73.90394552318986,8.587289635957912,0.5283977710564134,0.3641013125559949,0.3063842159580043,0.48647015428600776,2.094566064930236,1.487728048000463,2709.494064790655,1238.497588660366,2.1877265564331116,0.3679396399940922,5675.214321240392,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
644.0,71.78179990503544,8.60088921292892,0.49283356432456393,0.36542044166948456,0.31139300404597603,0.47363528453059206,2.090485362757556,1.4504062106839013,2693.8020636708115,1231.082025076948,2.1881580664801255,0.36800546867996486,5631.35378426993,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
645.0,66.00197693016345,8.573843059979094,0.44981932576903216,0.3695714463452157,0.31969933269966844,0.46180169191797926,2.080358303135015,1.570570082661651,2691.2191236142658,1235.8098860003474,2.1776967105549674,0.36639457344951126,5598.700049366676,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
646.0,61.582999116616875,8.565516015370712,0.404661981595617,0.37302051447445406,0.3277363483055393,0.4562349401427368,2.0839208579554627,1.6890926807361069,2698.0189851030023,1248.6576489544727,2.160735560593498,0.36371484515798874,5622.458038215975,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
647.0,57.21698819174934,8.610341705847487,0.3384021934507545,0.3717343975809217,0.3339956769241781,0.35002320413590393,1.9852516281006225,3.474159731143968,1808.3533588186908,526.4741504629695,3.4348378875362933,0.4536956060669866,3590.036449776035,0.6626669102519473,0.0,0.33733308974805265,Zona Dangkal (TSZ),0,0,0
648.0,51.033435807342194,8.678952294545342,0.2709936202261375,0.36932367521527915,0.3392983672807359,0.34174493461480726,2.0003538362117537,2.8202430359321515,1946.093410402152,653.613094089691,2.9774394485051463,0.43642838657928434,3892.8754191243593,0.7104513312504255,0.0,0.2895486687495745,Zona Dangkal (TSZ),0,0,0
649.0,45.31375721845794,8.70464351151469,0.21197172448150206,0.3680656560173221,0.3446598024688,0.33684099590225874,2.0165150984380142,2.221012669203468,2116.2845182017454,804.5280514694191,2.6304670350977655,0.4155313634617331,4267.5196835444385,0.7705582324948652,0.0,0.22944176750513479,Zona Dangkal (TSZ),0,0,0
650.0,42.09681168163787,8.65826376894748,0.18642719045454886,0.3707959986740686,0.35005806179469,0.3525345891350563,2.0266269667886005,1.81576158967877,2285.828651819851,947.6113994578413,2.4122004580439267,0.39623781238718037,4632.521987236141,0.8456065352629161,0.0,0.15439346473708393,Zona Dangkal (TSZ),0,0,0
651.0,42.25571194184825,8.585072569630412,0.2032109526950537,0.3766112091381854,0.3536517523568034,0.39107773827604725,2.031715863569464,1.488947867249459,2525.83899993476,1140.330027568712,2.2150070057526063,0.3720001977720439,5131.7871649898825,0.9340112818857245,0.0,0.06598871811427554,Zona Dangkal (TSZ),0,0,0
652.0,45.53836358018374,8.558597309579325,0.24610276675352058,0.38153645601761427,0.3533673027846339,0.42431976942182614,2.0338565450317314,1.287410328278896,2773.445477250756,1335.6697405281993,2.076445541211392,0.3490167708934165,5640.790236195105,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
653.0,52.06441169724526,8.600422273374685,0.31488762703070494,0.3865604027309073,0.35004347635491656,0.44895647274910533,2.0229609269736124,1.2670476590620494,2746.5716132952366,1302.9010491789325,2.1080431357592984,0.35481347888275966,5556.207056831142,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
654.0,60.681051313939236,8.66609234663152,0.41539880888716857,0.3971460102750425,0.34765381638827936,0.4887709075816991,2.013949427749411,1.2181469229928605,2673.7634922436896,1226.8591580111747,2.179356509493762,0.36665225783765026,5384.824455141446,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
655.0,71.12865727175688,8.705314282483068,0.5288839834224327,0.4,0.3365339219893081,0.5167554310011649,2.0188463940685764,1.2018884305666415,2607.240171495591,1153.0715580440617,2.261126079562845,0.37842510364967574,5263.61741869461,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
656.0,81.6138142363869,8.684654423333178,0.6096578648518152,0.4,0.3268410562177822,0.5397625468071959,2.02202054641445,1.1049870292430037,2579.335429547857,1116.3395036447612,2.310529566611706,0.3847540399957704,5215.469234640508,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
657.0,85.58627681049761,8.60099216838199,0.6171223482965097,0.4,0.32594531820441885,0.5476375861353604,2.0164172870870183,1.019356112101499,2585.7536331269434,1120.4873875154744,2.3077043632418692,0.3844064117200281,5213.9583259852325,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
658.0,78.21862193498885,8.514820861223825,0.5385401129897014,0.4,0.3353751864412359,0.5262880080478439,2.0121910343410456,1.0646751900517781,2605.0759022151183,1149.672746178299,2.265928205112993,0.37906436347388195,5241.910374215171,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
659.0,64.51620009147427,8.482902193345188,0.42027106351030363,0.4,0.3495674723787636,0.4888183871421676,2.022222357680552,1.1912216619141591,2662.511740035619,1216.7544280738011,2.1882079724587835,0.3680130786517847,5384.190768286979,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
660.0,50.20959866526708,8.461206230668457,0.321927276634424,0.39779020650016184,0.3593723511450292,0.42851915750336456,2.002471328165853,1.5375889889491716,2397.4726168392976,1014.6040506823089,2.3629637741215666,0.39091538523759567,4800.870175283451,0.9127041822679891,0.0,0.0872958177320109,Zona Dangkal (TSZ),0,0,0
661.0,40.30999666690772,8.400739312971679,0.26886233458929115,0.38239092315236034,0.351547768255011,0.42104905003249743,2.0490787821856,1.460793935079085,2795.306382436659,1350.0558845415658,2.070511609514485,0.34788645801675694,5727.802997958945,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
662.0,44.12299215839868,8.357879481649222,0.30959120674080104,0.384747257577796,0.3490129472486789,0.43503292876940214,2.039389578273617,1.5220990921132038,2744.684556067503,1302.1799135706544,2.1077613987620305,0.35476338822303416,5597.481079292614,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
663.0,58.70314981113276,8.383376704894495,0.43869327398063684,0.4,0.34735680712232364,0.49229821962384424,2.0217091251234205,1.4616459916749558,2643.5591602590807,1198.0577644030022,2.2065373129787096,0.3707611904211146,5344.50767709939,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
664.0,71.00982666567931,8.446854613672704,0.5577141896761143,0.4,0.3330742972388663,0.5243578767470807,2.031295824475468,1.3006681409747667,2618.3734832113164,1157.6322312008465,2.2618353330532264,0.37851985895938295,5318.691123364434,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
665.0,76.40945838639692,8.516990739971419,0.6058221876672246,0.4,0.32730133747993306,0.5202986837331426,2.0393951031679625,1.0574707800462921,2611.759152911295,1144.1857229710822,2.282635677474979,0.3812471604497178,5326.408827101401,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
666.0,77.0320571805212,8.578203674658536,0.5995282508575493,0.4,0.32805660989709406,0.5036800235130083,2.0416107763718205,0.9532421819943178,2620.9972076920885,1152.9698162564027,2.2732574354827855,0.38002973442813187,5351.056144064619,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
667.0,75.23907100241114,8.594862724038828,0.5543771205364602,0.39042553132173174,0.325492636770314,0.49724462616167975,2.0486721168766326,1.0197903630458844,2651.5820767503296,1185.94745293909,2.23583437038379,0.3749673455901652,5432.222266248235,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
668.0,67.98202671040887,8.550499123624903,0.45144773464694415,0.37450885699597386,0.32378750446715926,0.48207849857105367,2.0641026515420315,1.1356470967791399,2724.14472562507,1262.8837952376855,2.1570826515454358,0.3631264061821624,5622.914351346947,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
669.0,54.98646154460144,8.473714950670548,0.31607799210197074,0.3588980889184429,0.3248661527240701,0.4071002455139962,2.0407454199112447,1.7994137051335892,2336.1546181874646,965.2152770539724,2.4203456718151726,0.39707853661466835,4767.496837270571,0.8546710467020272,0.0,0.1453289532979728,Zona Dangkal (TSZ),0,0,0
670.0,48.52745566435467,8.39452454099471,0.25029655160931374,0.35650153404132834,0.3297322026571359,0.4065097486111155,2.074944074178928,1.8219224987176816,2638.651625158948,1224.6880296744357,2.154550025168771,0.36271602978268985,5475.054553446156,0.9358990175674953,0.0,0.06410098243250473,Zona Dangkal (TSZ),0,0,0
671.0,56.52748155987016,8.338789835846383,0.3218284642846817,0.37530345327371356,0.33906845307136846,0.44741340525802376,2.068330551154295,1.5622334399674056,2775.8934472086694,1325.9355052995293,2.0935357987729533,0.3521974750604822,5741.465223610703,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
672.0,72.53843967248594,8.34575613212922,0.47008764493981386,0.4,0.34358948260722233,0.4958495899386861,2.0241506561760216,1.345994463748326,2606.7453762259815,1162.3487167870417,2.242653464126956,0.3759149584308987,5276.445363771631,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
673.0,82.02117972049687,8.403623584990685,0.5746683470158821,0.4,0.33103979835809416,0.5183405850744323,2.0156844476192073,1.213104842871711,2552.268572447395,1099.4977963674846,2.32130394520077,0.3860646079036852,5144.56806762949,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
674.0,86.86331176156284,8.419514848874769,0.6346855116899036,0.4,0.32383773859721154,0.5268967869526467,2.0097506938677667,1.0724067398222752,2551.6418932649726,1088.889888650252,2.343342444319962,0.38867251306611283,5128.164065491341,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
675.0,95.97736246635327,8.34986575151526,0.7217974697562561,0.4,0.3133843036292493,0.5366002360331535,2.0106124131055347,0.9580723049639036,2539.101962573046,1063.6475850439774,2.387164694655951,0.3935843104388059,5105.149924089991,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
676.0,103.16061708640903,8.283456263572113,0.8103891107247899,0.4,0.30275330671302525,0.5505297000008942,2.023243137141445,0.9006408340100707,2507.6870122253135,1021.9651292132945,2.453789215054454,0.4004198599817094,5073.660537583601,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
677.0,102.17520849268936,8.303496678416023,0.8095265625153305,0.4,0.3028568124981604,0.5542418809588436,2.0366974704040084,0.9358845534310497,2516.322380649132,1029.4605290923203,2.4443116657107624,0.3994906087386919,5124.987427389079,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
678.0,88.33831148137581,8.36970692600366,0.661936294879,0.4,0.32056764461452003,0.5274212919928395,2.037727413152859,1.0655741447597182,2574.094132606916,1103.2252207370368,2.3332444583593084,0.3874895008638834,5245.302178049043,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
679.0,65.13566521584588,8.416170637143988,0.42302765452279584,0.4,0.3492366814572645,0.47663538313395776,2.033746948614225,1.1799491239625006,2643.310354076695,1200.400001845591,2.202024616804947,0.37009317273386994,5375.8243668438645,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
680.0,45.69754879099476,8.434471702170779,0.23715751516314926,0.3946338077034479,0.36655669573315136,0.3872834282776788,1.9791298567380597,1.9411561670444886,2092.2154173160475,779.9781280848358,2.6824026751279413,0.41929345111563676,4140.765999137869,0.8206249253369812,0.0,0.17937507466301883,Zona Dangkal (TSZ),0,0,0
681.0,37.182723517365446,8.427201277605615,0.16411637216108593,0.3823272974354327,0.363503446725456,0.39034163868855765,2.0168548945984544,1.8679121043790892,2383.6067011758323,1031.2479694409044,2.3113807462506957,0.3848584472147205,4807.388842064152,0.8997441853529035,0.0,0.10025581464709654,Zona Dangkal (TSZ),0,0,0
682.0,38.49740537364027,8.402402838191904,0.16697729004089232,0.37328962143514616,0.35459035461885674,0.40558658639261497,2.051620447254856,1.622369537904693,2821.3495627805105,1386.9241004691753,2.034249431404423,0.34067151217556685,5788.338451854043,0.9959227424372594,0.0,0.004077257562740577,Zona Dangkal (TSZ),0,0,0
683.0,41.55670325976366,8.406295834551758,0.1933324970275395,0.36320395115340404,0.3421382131113772,0.40676379091942677,2.0658331263512038,1.5804198963131952,2893.040742629564,1441.3521778784161,2.007171312487935,0.33491466799157354,5976.539402007841,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
684.0,43.31702863461227,8.48717787975904,0.22759938240025457,0.353909774519029,0.32974488068724567,0.4103123478786727,2.0843337862492373,1.5374322909270102,2898.131716162162,1440.4340483012577,2.011985012142698,0.3359625092348464,6040.673852997279,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
685.0,50.05409885323699,8.619020577876087,0.3139868643283595,0.35512344640898375,0.32167221719275263,0.43002829337419235,2.091457328790632,1.5539903728821147,2861.5528058667337,1397.581026361291,2.0475040458419826,0.3433717828809847,5984.815587551378,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
686.0,61.76129816947653,8.720248399628058,0.43548581070244613,0.3664499007232162,0.318574781093732,0.46759500691581934,2.0840834331397584,1.5005186510741777,2796.4683989548926,1325.3807704314738,2.109935847375023,0.35514926740685365,5828.073461560756,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
687.0,70.70814109633,8.755117128248182,0.5172559271200727,0.37693137539414734,0.3184403789821042,0.4943924489418859,2.0685580209133616,1.3960254183061558,2725.836766756252,1253.8972904921397,2.1738915838045982,0.36580079976118424,5638.551507574189,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
688.0,73.96402305808147,8.74603409809305,0.5488084262534481,0.3824348245480558,0.3194697882866362,0.5045441371300418,2.0550102988993926,1.405698856062054,2678.145068292015,1209.0529098627412,2.215076814625138,0.37201033074254647,5503.6156972867075,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
689.0,73.80989928156298,8.716968046239591,0.5471124941589476,0.3829571003725443,0.320100916070334,0.5075491603528368,2.055196097193942,1.4050558191719043,2670.795594867928,1203.183197198808,2.219774678607499,0.3726892987992215,5489.008682975337,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
690.0,67.35054392161479,8.689697865387524,0.4979244041426779,0.37584049898040356,0.31969845202815234,0.5020671463563252,2.070848733229703,1.3693223157074204,2729.7167087804996,1260.1812909609102,2.166130165842284,0.36457644546517814,5652.830388454052,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
691.0,55.35765414168047,8.695316483383683,0.40097902856999257,0.36063932575321217,0.31725668380181415,0.46165159189313537,2.0877849609736545,1.4470289099855327,2828.087577076138,1356.8452598843749,2.0843110564554257,0.3504942322825661,5904.438711735982,1.0,0.0,0.0,Zona Dangkal (TSZ),0,0,0
692.0,50.575339877389354,8.725913487540588,0.34556987567392194,0.3481163384850105,0.3120267825419127,0.396731617107179,2.0652672740856204,1.9228091864536883,2511.0432200401883,1104.0076400142977,2.2744799302364145,0.3801895579389368,5185.975386163578,0.9003107921823963,0.0,0.09968920781760371,Zona Dangkal (TSZ),0,0,0
